data,label
"{'id': 'KCGIRE', 'data': 'which location in job', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '2QYU5Y', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'W28AV1', 'data': 'Sorry sir naku bike radu', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'RJO2YD', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'AKA188', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'G0YTF6', 'data': 'how r u', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'U46CVI', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'VGXE1C', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'D179FV', 'data': 'License ny he', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'CCGCRF', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'P72J31', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'XFOTY8', 'data': 'Good morning have a nice day', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'FR38MF', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",location
"{'id': 'IRZGRB', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'A01YM4', 'data': 'Hi good morning', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'CIWI4T', 'data': 'Hiiii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'REE7P9', 'data': 'But I have driving licence', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'ZEFB5A', 'data': 'hi', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'RIZC3T', 'data': 'I have learning license', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'DO37RG', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '7FP5J7', 'data': 'Learning license', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '5QUNWY', 'data': 'Sorry I am not interested now.', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'VPKPIC', 'data': 'where I should come', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'AUKHAR', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '7KW0FL', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'TSOCHE', 'data': 'Okay', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'DS92QJ', 'data': 'Ok sir', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'MR1BZE', 'data': 'hi sir', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '6IL510', 'data': ""I don't have license"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'Z1BBP1', 'data': 'K', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'E11MWG', 'data': 'hi', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '9D4Y64', 'data': 'K', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'HQWDXL', 'data': 'Ya but. I have LLR', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'COQGDV', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'QPXXDC', 'data': 'Im not interested in swiggy', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'G131JB', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'X73HPY', 'data': 'Ok sir', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'N6CG21', 'data': 'Thanks', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'TAAJV9', 'data': 'I have learning license only', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'SPEZ29', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '5E1UXA', 'data': 'Sorry', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'V9Q6RP', 'data': 'Na location change chesaru', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'F0SL79', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'DGD773', 'data': 'Sorry', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'JDBKFQ', 'data': 'Hello sollu pa', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'SY7UB4', 'data': 'Kk', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '6VG42M', 'data': ""Thank you sir but I don't have a bike"", 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'R12ZW7', 'data': 'Hlo', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'DFWT8G', 'data': 'Okk', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'KM74WF', 'data': 'Tq', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'DDSON4', 'data': 'License nahi hai', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'WB6CAM', 'data': 'I want job but I have LR liasen', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'N0TDBQ', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",location
"{'id': 'DYD4MX', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'IULHDF', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'KNM96V', 'data': 'I do not have a bike license.', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'L4YW36', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '4KLH28', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '4IRB9W', 'data': 'Thanks', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '7BH1QX', 'data': ""I don't have a bike not even driving licence"", 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '2SI7HJ', 'data': 'K', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'HB3IIR', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'XS8GIU', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'PX6QJF', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'DJAQN6', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'T6WR9P', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'OEIZXM', 'data': 'Thanks', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'THGW0X', 'data': ""Yes sir.. I didn't D L n bike"", 'message_order': 2, 'comments': ['']}",location
"{'id': 'GJM13I', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'XVAEMH', 'data': 'Job location wr r u', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'QDLS2Z', 'data': 'hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'ZSPF88', 'data': 'Okay', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'ZV0FPS', 'data': 'Okh', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'K88FOL', 'data': 'Stop messaging', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'VN9S16', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'SWKWY7', 'data': 'Great....Good night', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'QEQ1PJ', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '37OLG4', 'data': ""He'll sar"", 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'UI5CV5', 'data': 'Which location are their', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'IN20W3', 'data': 'Learners licence is available', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'MTXKGZ', 'data': 'Bro not interested', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'WD0C2T', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'C1PIYR', 'data': 'Sir', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'P07N01', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'I9FQCF', 'data': ""Sorry sir I don't have bike"", 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'QTCXZ3', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'ZOJGB7', 'data': 'Sir..\n But I did not have pancard and bank account', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'FLIQBX', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'HT27EN', 'data': 'Kelasa Elva', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'R0O6N5', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'L7LKT2', 'data': 'Ledu', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'UANW3N', 'data': 'Sir', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '7USLC2', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",location
"{'id': 'FKFA1L', 'data': 'hi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'B9RDD2', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'FYZWM5', 'data': 'K', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'V6LDC1', 'data': 'Good morning.....', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '164V1L', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'UF2EUD', 'data': 'OK', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'BKKXDG', 'data': 'no', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'E5F6CQ', 'data': 'No licence', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'QCMLGN', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '9PEM65', 'data': 'Thank u', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '8BSIMO', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '03TAJV', 'data': 'Oky', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'CF6NIV', 'data': 'Sorry', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'MUB3FU', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'E5JXZL', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'MJRLEM', 'data': 'Abhi nhi phir kbhi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '1ZCQBV', 'data': 'Tell me Job location', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '09E45T', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'IUVLBI', 'data': 'Good night', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '5QOVNP', 'data': 'Okey sir', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'ON0YEE', 'data': 'Kaha he job', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'FQDGK7', 'data': 'hii', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'KHTZER', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'LM326C', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'H3MW11', 'data': 'Hiiii', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'DUGYJD', 'data': 'Location??', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'VPXQHL', 'data': 'Mai bike nai chalata hu', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '3ZYOGB', 'data': 'Hey will u just stop this', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '3HZYA4', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'T9WL4I', 'data': 'hlo', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'OC3DV7', 'data': 'I have no vehicle', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'YJ4537', 'data': 'For this', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'IP15RQ', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'O4FJSW', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'HDXI1F', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '94JJAW', 'data': 'Gn', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'WX6AGH', 'data': 'Okay', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'F3EA2C', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'ADZCIU', 'data': 'Learning license', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '0CWUPT', 'data': 'No need thank you', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'F474R2', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'FM3QFK', 'data': 'Where is kasturi nager', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'HE1X8Y', 'data': 'Job location', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'RQ6SL0', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'JAY0T6', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '086N43', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'PR8UMM', 'data': 'Thanks for the info', 'message_order': 4, 'comments': ['']}",location
"{'id': '2KFWIG', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'H79VAQ', 'data': ""I don't have bike and Dl Bro"", 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'MPJIAH', 'data': 'hi', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'AGANXR', 'data': 'Stopped', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '33PLHY', 'data': 'K', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'NAA66N', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'YHKPQE', 'data': 'Kindly don text to this number', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '046WH0', 'data': 'Hl', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'PKZ99B', 'data': 'Mere pass bike or license nahi hr', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'FZUS1L', 'data': 'Kindly don text to this number', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'IMGPVX', 'data': 'I dont want to delivery jobs', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'XIV6P6', 'data': 'Good night', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'EN3611', 'data': ""But I can't pay Rs.500"", 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'EOM2H8', 'data': 'I have no bike', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '1V696S', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '6G95DC', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'SLVFSA', 'data': 'Kaunsi si jagah job Milega', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '7ZUAO9', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '235F9O', 'data': 'Baik nhi hai', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'B7ZJ9U', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'O9JH2A', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'ZSLLF0', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'Z8W1PA', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '28WE95', 'data': 'I get licensee in 1month', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'CXE2QX', 'data': 'Hello sir', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'URKJO7', 'data': 'I have no bike', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'YGG7LW', 'data': 'Chal nikl', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'DK96EP', 'data': 'Location vasai hai', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'V0UY6B', 'data': 'Hey hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '4UXIZP', 'data': 'Present bike ledu tesukovali', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'UFF6SY', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'ZIYE6F', 'data': 'Hi unnati', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'IF4MIE', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '9M8W8Z', 'data': 'Which area sir', 'message_order': 4, 'comments': ['']}",location
"{'id': 'DL62C5', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'LSB6D1', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'KWXA1A', 'data': 'Acha ji', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'UZTJJN', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'PHC311', 'data': 'I am going to block you', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'O88VMG', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",location
"{'id': 'OCSV3I', 'data': ""Sir I don't need delivery jobs\n That's it"", 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'LGC08Q', 'data': 'Gn', 'message_order': 3, 'comments': ['']}",location
"{'id': 'I454KT', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'O509X8', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'GYE4YW', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'A8VQ26', 'data': 'Am not interested', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'TIF3RR', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'AO7FQE', 'data': 'Location', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'QVA0ET', 'data': 'Hiii', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'ZVK64K', 'data': 'Where job', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '52YKF9', 'data': ""But I don't have driving licence"", 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '3IY450', 'data': 'Good morning', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'GF2NBM', 'data': 'Kk', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '2RBDA7', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'TA5WVC', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'MUQDUS', 'data': 'Address kaha hai', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'ADNP05', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '02J6AH', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'DZKRA8', 'data': 'Accha', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '8KPBCZ', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'HNHLTX', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'PRULYV', 'data': 'hiiii', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '6CYRQ4', 'data': 'Driving licence nahi hey', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'GV9EL7', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'LLW7ZI', 'data': ""Hello sir I don't have a bike but rest all documents i have it sir"", 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'GJDMDT', 'data': 'Oka', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'LO5PRH', 'data': 'Good morning', 'message_order': 2, 'comments': ['']}",location
"{'id': 'YTCOVO', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '17W2WV', 'data': 'K', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '85BQN9', 'data': 'I have learner license', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': '53JK8R', 'data': 'Thank you ...', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'Q9MIC0', 'data': 'nko', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'OHC7GR', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'DU84G4', 'data': 'OK', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '37DZZ1', 'data': 'Hello sir', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'OY3IWJ', 'data': 'I have no bike', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'FEYRJN', 'data': 'I will no bike & dl', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'UTBL5H', 'data': 'Okay', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'SUDVZZ', 'data': 'No . I say near r t nagar', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'IUDZU7', 'data': 'I no redy', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '52YK6C', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'O8F6MU', 'data': 'Job kha pila gi', 'message_order': 0, 'comments': ['']}",location
"{'id': 'R6HY0F', 'data': 'Kk', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'TB33WO', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'XMB347', 'data': 'k', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'RSUN4J', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '5JRG68', 'data': 'Bike nahi hai', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'TWWXCF', 'data': 'Where is u office', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'X99JKG', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'N6XVD7', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'Y5YDJB', 'data': 'Area?', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'CUUCVT', 'data': 'Okay', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '8DAAR9', 'data': 'Good night', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'NIDT4A', 'data': 'I dont have a pancard even', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'O0XDID', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '4M849W', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'S35OKB', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'CQOP92', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'FN5Z5W', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'HYLH1S', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '95JNGU', 'data': 'Okay', 'message_order': 1, 'comments': ['']}",location
"{'id': '8D40AQ', 'data': 'We accept llr license', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'EQKFND', 'data': 'Sir but mere pass bike aur licence nahi hai', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'Y5125C', 'data': 'Hie', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '9LX11E', 'data': 'Ya s but I have only LL no DL', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'JI7V0E', 'data': 'Where is kasturi nagar', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'U1YL8G', 'data': ""I don't have bike and license"", 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'XTUKQ8', 'data': '👾 ಬೆಳಗಿನ ಶುಭೋದಯ ಗಳು', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '1BAJTY', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",location
"{'id': 'S6FC2N', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'NLVBNZ', 'data': ""Don't send am not interested"", 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '374CIS', 'data': 'Good morning', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'EMQRX0', 'data': 'Oki', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'CKIUDA', 'data': ""I dn't have a DL"", 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': '08WGIU', 'data': 'Fine', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'WEFZO2', 'data': ""Sir i don't know driving"", 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'CVZV5B', 'data': 'job where are you', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'ZJV5QL', 'data': 'Get lost', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'UW2T30', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '7R8POZ', 'data': 'Hi sir', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '92L1PR', 'data': ""I don't have driving licence"", 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'F3OFHG', 'data': 'Iam not interested in delivery job', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '7MNRCQ', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'ZKQLKO', 'data': 'where is the job location', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'LL6AT9', 'data': 'Ohk', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'NC1HSB', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '84N0S8', 'data': 'Hello sir', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '1ACHIO', 'data': 'Bt mere pas vehicle nh hai', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'HVNNUY', 'data': 'Okay', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'IGO7F2', 'data': 'K, fine', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'OA6JII', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'HB14TI', 'data': 'where are you from in job', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'AJ4WSI', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'XPMG0A', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'I7WRIB', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'KY56LC', 'data': 'I have no bike', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'JMJTL9', 'data': 'bro Wr I should come', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'UJ3XPA', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested
